,Unnamed: 0,clean_post,source
60,60,"Bonsoirmes très chers amis  Djawlistesj'espère Que Vous allez bien.. .  . On partage avec vous les photosde notre belle visite, à la découvertede la  Casbah, histoire, rires, ambiance, avec tout nosPlus nouveaux amiset mabrouk ma zad 3endkoumyetreba fi 3ézkoum inchallah Nael..un déjeuner au topchez notre ami  stah_el_bahdja_casbah miaaammm...une journée inoubliable .  . La prochaine visite de la Casbahsera pour le Samedi 6 Aout inchallah, Nos visites guidéessont disponibles les jours de semaineaussi..pour toute réservationou informations, il suffit d'appelerle numéro0556 68 92 48 merhba .  .  Djawla_3assimiya .  kenzA", HABIB ADVENTURE 
61,61,"Bonsoirmes très chers amis  Djawlistesj'espère Que Vous allez bien.. .  . On partage avec vous les photosde notre belle visite, à la découvertede la  Casbah, histoire, rires, ambiance, avec tout nosPlus nouveaux amis d'ici et d'ailleurs..un déjeuner au topchez notre ami Badis miaaammm...une journée inoubliable .  . La prochaine visite de la Casbahsera pour le Samedi 6 Aout inchallah, Nos visites guidéessont disponibles les jours de semaineaussi..pour toute réservationou informations, il suffit d'appelerle numéro0556 68 92 48 merhba .  .  Djawla_3assimiya .  kenzA", HABIB ADVENTURE 
62,62,صباح الخيرعليكم يا أحبابيو أحباب البهجة الدزايروالقصبة العالية . نهاركم مبروكو جمعة مباركةإن شاء الله .  . N'oubliez pasnotre visite guidée de la Casbahpour samedi 6 AOUT inchallah merhba .  . Pour réservéPlusil suffit d'envoyer les noms des participants par SMSau numéro0556 68 92 48 et vous recevrez un SMS de confirmationavec l'heureet l'endroitdu regroupement . Photo : قهوة لعريش في القصبة .  .  كنزة .  جولة_عاصمية, HABIB ADVENTURE 
63,63,"Bonsoirmes très chers amis  Djawlistesj'espère Que Vous allez bien.. .  . On partage avec vous les photosde notre maaaagnifiiique visited'Alger en commençant par la Casbahensuite notre Dame d'AfriqueetPlus finir par le monument des Martyres...avec nos nouveaux amis, une visite découvertede la  Casbah et du tour Alger, histoire, rires,et un magnifique déjeunerchez notre ami Momo Mahroussaune rechtadélicieuseet un théau Topfinir en beauté avec un creponet .  . La prochaine visite de la Casbahsera pour le Samedi 6 Aout inchallah, Nos visites guidéessont disponibles les jours de semaineaussi..pour toute réservationou informations, il suffit d'appelerle numéro0556 68 92 48 merhba .  .  Djawla_3assimiya .  kenzA .  .  Djawla_3assimiya .  kenzA", HABIB ADVENTURE 
64,65,"Bonjouuuurmes très chers amis  Djwalistes . Comment allez vous?? .  . Ne manquez pasce soir inchallahmon passageà la Radiochaîne 3 à 22havec notre amieSoraya Zentar, Dans l'émission""De A à Zen""..Plus . restez branchersur votre postesur la fréquence89.2 Fm ou bien 88.4 Fm, ou bien sur le site webde Radio Algerie...je vais vous faire un grand coucouen direct .  .  Djawla_3assimiya .  kenzA ", HABIB ADVENTURE 
65,66,"Bonsoirmes très chers amis  Djawlistesj'espère Que Vous allez bien.. .  . On partage avec vous les photosde notre belle visite, à la découvertede la  Casbah, histoire, rires, ambiance, avec tout nosPlus nouveaux amis et leur adorables filles..un déjeuner au topchez notre ami Badis miaaammm...une journée inoubliable .  . La prochaine visite de la Casbahsera pour le Samedi 6 Aout inchallah, Nos visites guidéessont disponibles les jours de semaineaussi..pour toute réservationou informations, il suffit d'appelerle numéro0556 68 92 48 merhba .  .  Djawla_3assimiya .  kenzA", HABIB ADVENTURE 
66,67,"Bonsoirmes très cheramis Djawlistes.. .  . Oyez, OyezOn vous donne rendez vousce samedi 6 Aoutinchallahpour une visite guidéedela Casbah .  . Pour réservéil suffit juste d'appeler le numéro0556 68 92 48 .  . N'attendez pas la dernière minute .  . Merhba bikoum inchallah .  .  kenzA .  djawla_3assimiya .  . SAM., 6 AOÛT . Visite Guidée de la Casbah avec Djawla 3assimiya", HABIB ADVENTURE 
67,68,"SAM., 6 AOÛT . Visite Guidée de la Casbah avec Djawla 3assimiya", HABIB ADVENTURE 
68,69,"Bonsoirmes très chers amis  Djawlistesj'espère Que Vous allez bien.. .  . On partage avec vous les photosde notre belle visite, à la découvertede la  Casbah, histoire, rires, ambiance, avec tout nosPlus nouveaux amis...un groupe suppppeeeerrrrle meilleur groupede la saison, arrivé à l'heureun déjeuner au topchez notre ami  stah_el_bahdja_casbah miaaammm...une journée inoubliable .  . restez branchersur notre page pour voir notre prochaine visite de la Casbah, Nos visites guidéessont disponibles les jours de semaineaussi..pour toute réservationou informations, il suffit d'appelerle numéro0556 68 92 48 merhba .  .  Djawla_3assimiya .  kenzA", HABIB ADVENTURE 
69,70,صباح الخيرعليكم يا أحبابيو أحباب البهجة الدزايروالقصبة العالية . نهاركم مبروكو جمعة مباركةإن شاء الله .  . N'oubliez pasnotre visite guidée de la Casbahpour samedi 23 juillet inchallah merhba .  . PourPlus réservéil suffit d'envoyer les noms des participants par SMSau numéro0556 68 92 48 et vous recevrez un SMS de confirmationavec l'heureet l'endroitdu regroupement .  .  كنزة .  جولة_عاصمية, HABIB ADVENTURE 
70,71,"Bonsoirmes très chers amis  Djawlistesj'espère Que Vous allez bien.. .  . On partage avec vous les photosde notre maaaagnifiiique visitede la Casbahavec notrre chère cliente et ses adorables enfants  Plusles_grimlins, une visite découvertede la  Casbah, histoire, rires, rencontres avec nos amiset un dejeunerchez khalti fatihaaaaune rechtamagnifiquement bonnecomme à son Habittude au Top .  . La prochaine visite de la Casbahsera pour le samedi 23 juillet, Nos visites guidéessont disponibles les jours de semaineaussi..pour toute réservationou informations, il suffit d'appelerle numéro0556 68 92 48 merhba .  .  Djawla_3assimiya .  kenzA", HABIB ADVENTURE 
71,72,"Bonsoirmes très chers amis  Djawlistesj'espère Que Vous allez bien.. .  . On partage avec vous les photosde notre belle visite, à la découvertede la  Casbah, histoire, rires, ambiance, avec tout nosPlus nouveaux amis d'Alger et du Canada..un déjeuner au topchez notre ami  stah_el_bahdja_casbah et notre ami doudoumiaaammm...une journée inoubliable .  . La prochaine visite de la Casbahsera pour le samedi 23 juillet, Nos visites guidéessont disponibles les jours de semaineaussi..pour toute réservationou informations, il suffit d'appelerle numéro0556 68 92 48 merhba .  .  Djawla_3assimiya .  kenzA", HABIB ADVENTURE 
72,73,"Bonsoirmes très chers amis  Djawlistesj'espère Que Vous allez bien.. .  . On partage avec vous les photosde notre maaaagnifiiique visitede la Casbahavec nos chers clients, une visite découvertede la  PlusCasbah, histoire, rires, rencontres avec nos amiset un dejeunerchez khalti fatihaaaaune rechtamagnifiquement bonnecomme à son Habittude au Top .  . La prochaine visite de la Casbahsera pour le samedi 23 juillet, Nos visites guidéessont disponibles les jours de semaineaussi..pour toute réservationou informations, il suffit d'appelerle numéro0556 68 92 48 merhba .  .  Djawla_3assimiya .  kenzA", HABIB ADVENTURE 
73,74,أنتِ يا البهجة...أنتِ يا البيضاء.. . أنتِ يا الفرحةو أنتِ يا الأصيلة.. .  . Pour les visites de la Casbahet vos événements . Suivez nous sur nos réseaux.. .  . Facebook : Djawla 3assimiya / جولة عاصمية . Intgaram :Plus djawla.assimiya .  . Bien sure le numéro0556 68 92 48 reste à votre service pour plus d'informations. .  .  casbah  9at  authenticité  valeurs  patrimoine  guide  kenza  tour_guide, HABIB ADVENTURE 
74,75,صباح الخيرعليكم يا أحبابيو أحباب البهجة الدزايروالقصبة العالية . نهاركم مبروكو جمعة مباركةإن شاء الله .  . N'oubliez pasnotre visite guidée de la Casbahpour samedi 23 juillet inchallah merhba .  . PourPlus réservéil suffit d'envoyer les noms des participants par SMSau numéro0556 68 92 48 et vous recevrez un SMS de confirmationavec l'heureet l'endroitdu regroupement .  .  كنزة .  جولة_عاصمية, HABIB ADVENTURE 
75,76,"Bonsoirmes très chers amis  Djawlistesj'espère Que Vous allez bien.. .  . On partage avec vous les photosde notre maaaagnifiiique visitede la Casbahavec nos nouveaux amis, une visite découvertede la  PlusCasbah, histoire, rires, rencontres avec nos amiset un magnifique déjeunerchez notre ami Brahim à Dar chjourune chorbadélicieuseet un mtewemmagnifiquement bonau Toprencontre avec mon ami إسلام العنقاوي   Islam Ankaoui wlid houmtiiii .  . Si vous souhaitez être parmi nous pour vivre de nouvellesaventurestoujours plus bellesavec Djawla 3assimiya, Nos visites guidéessont disponibles les jours de semaineaussi..pour toute réservationou informations, il suffit d'appelnuméro0556 68 92 48 merhba .  .  Djawla_3assimiya .  kenzA", HABIB ADVENTURE 
76,77,"Bonsoirmes très chers amis  Djawlistesj'espère Que Vous allez bien.. .  . On partage avec vous les photosde notre belle visite, à la découvertede la  Casbah, histoire, rires, ambiance, avec tout nosPlus nouveaux amis du Québec et de partout..de très bons gâteauxet les mhajebune découverte pour nos amismiaaammm...une journée inoubliable .  . La prochaine visite de la Casbahsera pour le samedi 23 juillet, Nos visites guidéessont disponibles les jours de semaineaussi..pour toute réservationou informations, il suffit d'appelerle numéro0556 68 92 48 merhba .  .  Djawla_3assimiya .  kenzA", HABIB ADVENTURE 
77,78,"Bonjourmes très cheramis Djawlistes.. .  . Oyez, OyezOn vous donne rendez vousce samedi 23 juilletinchallahpour une visite guidéedela Casbah .  . Pour réservéil suffit juste d'appeler le numéro0556 68 92 48 .  . N'attendez pas la dernière minute .  . Merhba bikoum inchallah .  .  kenzA .  djawla_3assimiya .  . SAM., 23 JUIL. . Visite Guidée de la Casbah avec Djawla 3assimiya", HABIB ADVENTURE 
78,79,"SAM., 23 JUIL. . Visite Guidée de la Casbah avec Djawla 3assimiya", HABIB ADVENTURE 
79,80,صح عيدكميا أحبابيو أحباب جولة عاصميةو القصبةو الجزائر . كل عامو أنتم بألف خيرإن شاء اللّه .  .  كنزة .  جوة_عاصمية, HABIB ADVENTURE 
80,81,"صباح الخيرعليكم يا أحبابيو أحباب البهجة الدزايروالقصبة العالية . نهاركم مبروكو جمعة مباركةإن شاء الله .  . La prochaine visite de la Casbahsera pour après l'Aidinchallah, Nos visites guidéessontPlus disponibles les jours de semaineaussi..pour toute réservationou informations, il suffit d'appelerle numéro0556 68 92 48 merhba .  .  كنزة .  جولة_عاصمية", HABIB ADVENTURE 
81,82,إننا نفاخرالدنيا بأسرها بالذكرى 60 للإستقـلال .  . هنيئاًلنا يا وطني بك، وهنيئاًلك بأبنائك أصحاب الهامات العالية التي ما انحنت إلّا لبارئها، وكل عام و الجزائربألف ألف خير . في عيداستقلالكموطني نعليPlus الهامات علو السماء، ونشرف الرؤوس بلباسها تاجالعز والفخار، ونبعث في النفس أجملوأرق مشاعر الولاء و نسطّر على أرضك الطاهرة، أجمل عبارات الفداء .  . أدام الله على وطننناالغالي نعمة الأمنوالأمان، ودوام التقدموالازدهار، وكل عام و الجزائرحرة مستقلة..المجد و الخلود لشهدائنا الأبرار .  . الوطنليس أرضاً نعيش عليها، ولكن هو كيانيعيش فينا، ويوم الاستقلالليس كباقي الايام، وتاريخهليس كأي تاريخ، إنما هو تاريخ صنعهرجال و نساءعظماء ولم تصنعه المصادفة. . اللهماحفظ الجزائرمن كل شر، ومن كل سوء. .  . طريق الاستقلالتغسله دماءالشهداء..فالنصنه .  . من أجلك عشنا، نعيشو سنعيش يا وطني .  .  ذكرى_الإسقلال  جزائر_حرة_مستقلة  جولة_عاصمية .  .  كنزة , HABIB ADVENTURE 
82,83,"Bonsoirmes très chers amis  Djawlistesj'espère Que Vous allez bien.. .  . On partage avec vous les photosde notre belle visite, à la découvertede la  Casbah, histoire, rires, ambiance, avec tout nosPlus nouveaux amis d'Alger et du Québec et de partout..un déjeuner au topchez notre ami Badis miaaammm...une journée inoubliableet JOYEUX ANNIVERSAIIIIIIRE  idirman85 .  . La prochaine visite de la Casbahsera pour après l'Aidinchallah, Nos visites guidéessont disponibles les jours de semaineaussi..pour toute réservationou informations, il suffit d'appelerle numéro0556 68 92 48 merhba .  .  Djawla_3assimiya .  kenzA", HABIB ADVENTURE 
83,84,صباح الخيرعليكم يا أحبابيو أحباب البهجة الدزايروالقصبة العالية . نهاركم مبروكو جمعة مباركةإن شاء الله .  . N'oubliez pasnotre visite guidée de la Casbahpour demain samedi 2 juillet inchallah merhba .  . PourPlus réservéil suffit d'envoyer les noms des participants par SMSau numéro0556 68 92 48 et vous recevrez un SMS de confirmationavec l'heureet l'endroitdu regroupement .  .  كنزة .  جولة_عاصمية, HABIB ADVENTURE 
84,85,"Bonsoirmes amis  djawlistesj'espere que vous allez bien  .  . N'oubliez pasnotre visite guidéede la Casbahpour samedi 2 juillet inchallah merhba .  . Pour réservéil suffit d'envoyer les noms des participantsPlus par SMSau numéro0556 68 92 48 et vous recevrez un SMS de confirmationavec l'heureet l'endroitdu regroupement .  .  كنزة .  جولة_عاصمية .  . SAM., 2 JUIL. . Visite Guidée de la Casbah avec Djawla 3assimiya", HABIB ADVENTURE 
85,86,Bienvenu à la Casbah مرحبا في القصبة . Welcome to the Casbah .  djawla_3assimiya .  kenza , HABIB ADVENTURE 
86,87,"Bonsoirmes très cheramis Djawlistes.. .  . Oyez, OyezOn vous donne rendez vousce samedi 2 juilletinchallahpour une visite guidéedela Casbah .  . Pour réservéil suffit juste d'appeler le numéro0556 68 92 48 .  . N'attendez pas la dernière minute .  . Merhba bikoum inchallah .  .  kenzA .  djawla_3assimiya .  . SAM., 2 JUIL. . Visite Guidée de la Casbah avec Djawla 3assimiya", HABIB ADVENTURE 
